ID,topic,premise,conclusion,validity_101,validity_102,validity_103,validity_111,validity_112,novelty_101,novelty_102,novelty_103,novelty_111,novelty_112
test_199#T5_ground_truth,Twin Towers reconstruction,"The best memorial for the victims of 9/11 and the ensuing wars would definitely be rebuilt Twin Towers, not two uglish pits.",Memorial for the victims., -1, 0, -1,,, -1, 0, -1,,
test_199#_random_conclusion,Twin Towers reconstruction,"The best memorial for the victims of 9/11 and the ensuing wars would definitely be rebuilt Twin Towers, not two uglish pits.",We have to be on the side of the Pakistani people., -1, -1, -1,,, -1, -1, -1,,
test_2#T5+topic+specific+generic+inf_best_beam_prediction,Torture,"While some argue that the ""ticking time-bomb"" is a fictitious experiment that impossibly requires perfect information, it need not be based on perfect information. A leader can justifiably determine that torture is the best course of action on the existence of reasonable probabilities that a ""ticking time bomb"" exists and threatens a certain amount of lives, and that a suspect retains information that could save those lives and has a good chance of being extracted through torture.","A ""ticking time bomb"" can be manipulated to save lives", -1, -1, -1,,, -1, 1, -1,,
test_2#T5smooth+topic_best_beam_prediction,Torture,"While some argue that the ""ticking time-bomb"" is a fictitious experiment that impossibly requires perfect information, it need not be based on perfect information. A leader can justifiably determine that torture is the best course of action on the existence of reasonable probabilities that a ""ticking time bomb"" exists and threatens a certain amount of lives, and that a suspect retains information that could save those lives and has a good chance of being extracted through torture.",Ticking time bomb is fictitious; torture is necessary, -1, 0, -1,,, -1, 1, -1,,
test_2#T5_best_beam_prediction,Torture,"While some argue that the ""ticking time-bomb"" is a fictitious experiment that impossibly requires perfect information, it need not be based on perfect information. A leader can justifiably determine that torture is the best course of action on the existence of reasonable probabilities that a ""ticking time bomb"" exists and threatens a certain amount of lives, and that a suspect retains information that could save those lives and has a good chance of being extracted through torture.","Torture is based on probabilities of ""ticking time bomb""", -1, 1, 0,,, -1, 1, 0,,
test_2#T5_ground_truth,Torture,"While some argue that the ""ticking time-bomb"" is a fictitious experiment that impossibly requires perfect information, it need not be based on perfect information. A leader can justifiably determine that torture is the best course of action on the existence of reasonable probabilities that a ""ticking time bomb"" exists and threatens a certain amount of lives, and that a suspect retains information that could save those lives and has a good chance of being extracted through torture.",Leaders must be afforded the flexibility to judge that torture is the most probable way to save hundreds of thousands, 1, 1, 1,,, 1, 1, 1,,
test_2#_random_conclusion,Torture,"While some argue that the ""ticking time-bomb"" is a fictitious experiment that impossibly requires perfect information, it need not be based on perfect information. A leader can justifiably determine that torture is the best course of action on the existence of reasonable probabilities that a ""ticking time bomb"" exists and threatens a certain amount of lives, and that a suspect retains information that could save those lives and has a good chance of being extracted through torture.",US intervention in Libya was in national interests, -1, -1, -1,,, -1, -1, -1,,
test_203#T5+topic+specific+generic+inf_best_beam_prediction,Twin Towers reconstruction,"The Towers looked like a giant number 11. Built in the end of sixties and beginning of seventies, with some finishing touches added shortly thereafter, they were not exactly new. They felt down because they could not withstand the heat of fire, which spread rather quickly inside them. They were attacked on the 11th of September. 2001.",Twin Towers were not exactly new., 1, 1, 1,,, -1, -1, -1,,
test_203#T5smooth+topic_best_beam_prediction,Twin Towers reconstruction,"The Towers looked like a giant number 11. Built in the end of sixties and beginning of seventies, with some finishing touches added shortly thereafter, they were not exactly new. They felt down because they could not withstand the heat of fire, which spread rather quickly inside them. They were attacked on the 11th of September. 2001.",Twin Towers were destroyed by terrorist attacks in 2001, 1, 1, 1,,, -1, -1, 1,,
test_203#T5_best_beam_prediction,Twin Towers reconstruction,"The Towers looked like a giant number 11. Built in the end of sixties and beginning of seventies, with some finishing touches added shortly thereafter, they were not exactly new. They felt down because they could not withstand the heat of fire, which spread rather quickly inside them. They were attacked on the 11th of September. 2001.",New York's twin towers were built to last., -1, -1, -1,,, -1, 1, -1,,
test_203#T5_ground_truth,Twin Towers reconstruction,"The Towers looked like a giant number 11. Built in the end of sixties and beginning of seventies, with some finishing touches added shortly thereafter, they were not exactly new. They felt down because they could not withstand the heat of fire, which spread rather quickly inside them. They were attacked on the 11th of September. 2001.","Old memories, old symbols. What's gone, is gone.", -1, 1, 0,,, -1, 1, 1,,
test_203#_random_conclusion,Twin Towers reconstruction,"The Towers looked like a giant number 11. Built in the end of sixties and beginning of seventies, with some finishing touches added shortly thereafter, they were not exactly new. They felt down because they could not withstand the heat of fire, which spread rather quickly inside them. They were attacked on the 11th of September. 2001.",Trials of 9/11 terrorists in NYC will become a circus, -1, -1, -1,,, -1, 1, -1,,
test_215#T5+topic+specific+generic+inf_best_beam_prediction,Two-party system,"Third parties often find it difficult to emerge later, even if they have a decent following. The dominant parties tend to shape electoral rules to the exclusion of smaller parties, and the more dominant parties tend to be the most successful at raising funds.",Two-party system makes it difficult for third parties to succeed, 1, 1, 1,,, 1, 1, 1,,
test_215#T5smooth+topic_best_beam_prediction,Two-party system,"Third parties often find it difficult to emerge later, even if they have a decent following. The dominant parties tend to shape electoral rules to the exclusion of smaller parties, and the more dominant parties tend to be the most successful at raising funds.",Two-party system tends to favor dominant parties., 1, 1, 1,,, 1, 1, -1,,
test_215#T5_best_beam_prediction,Two-party system,"Third parties often find it difficult to emerge later, even if they have a decent following. The dominant parties tend to shape electoral rules to the exclusion of smaller parties, and the more dominant parties tend to be the most successful at raising funds.",Third parties are less likely to emerge later., 1, 1, 1,,, -1, -1, -1,,
test_215#T5_ground_truth,Two-party system,"Third parties often find it difficult to emerge later, even if they have a decent following. The dominant parties tend to shape electoral rules to the exclusion of smaller parties, and the more dominant parties tend to be the most successful at raising funds.",Two-party systems establish precedents that exclude third parties., 1, 1, 0,,, 1, -1, 0,,
test_215#_random_conclusion,Two-party system,"Third parties often find it difficult to emerge later, even if they have a decent following. The dominant parties tend to shape electoral rules to the exclusion of smaller parties, and the more dominant parties tend to be the most successful at raising funds.",EU states strongly opposed to Turkey's admission should not be dragged along, -1, -1, -1,,, -1, -1, -1,,
test_216#T5+topic+specific+generic+inf_best_beam_prediction,Two-party system,This is because one party is almost certain to have a clear majority. This means they can implement important changes quickly and without compromise.,Two-party systems allow legislative change quickly, 1, 1, 1,,, 1, 1, 1,,
test_216#T5smooth+topic_best_beam_prediction,Two-party system,This is because one party is almost certain to have a clear majority. This means they can implement important changes quickly and without compromise.,Two-party system ensures rapid implementation of changes, 1, 1, -1,,, -1, -1, -1,,
test_216#T5_best_beam_prediction,Two-party system,This is because one party is almost certain to have a clear majority. This means they can implement important changes quickly and without compromise.,One-party rule is the most effective way to implement change, -1, 1, 1,,, -1, 1, 1,,
